,,Household income,Campaign Ad group Status Bid adj. help_outline Avg. CPM help_outline Impr. help_outline Interactions help_outline Interaction rate help_outline Avg. cost help_outline Cost help_outline Conv. rate help_outline Conversions help_outline Cost / conv. help_outline
Total: Household incomes,,,,"€4.96 474,315 3,176 Clicks, engagements 0.67% €0.74 €2,350.52 2.45% 77.75 €30.23"
,,Top 10%,Ehsan - Generic Search_Dutch_NL/BE Broad Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | Brand | NL Brand Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,Ehsan - Generic Search_Dutch_NL/BE Phrase - Competitor Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,Ehsan - Generic Search_Dutch_NL/BE Exact Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,Remarketing Add payment info Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor anni rolfi Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor blom kousen Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor calzedonia Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor falke Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor hedoïne Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor heist studios Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor hema Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor hunkemoller Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor kruidvat Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor kunert Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor marcmarcs Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor oroblu Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor sheertex Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor snag tights Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor swedish stockings Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor wolford Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL competitor zeeman Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL panty 30 dernier Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL panty 30 dernier plus size Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL panty 50 dernier Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL panty 80 dernier Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL panty anti ladder Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL panty anti ladder 30 den Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL panty anti ladder best Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | General | NL panty anti ladder zwart Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,expand_more,Total: Household incomes,,"€4.96 474,315 3,176 Clicks, engagements 0.67% €0.74 €2,350.52 2.45% 77.75 €30.23"
,expand_more,Total: Expansion and optimised targeting,,— 0 0 — — €0.00 0.00% 0.00 €0.00
Total: Household incomes,,,,"€4.96 474,315 3,176 Clicks, engagements 0.67% €0.74 €2,350.52 2.45% 77.75 €30.23"
,,Top 10%,Ehsan - Generic Search_Dutch_NL/BE Broad Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
,,Top 10%,S | Brand | NL Brand Campaign paused — — 0 0 — — €0.00 0.00% 0.00 €0.00
